format: recall, precision, f1
t23,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t24,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t25,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t26,0.000,0.000,0.000,0.000,0.000,0.028,0.018
t27,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t28,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t29,0.000,0.000,0.000,0.000,0.000,0.024,0.018
t30,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t31,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t32,0.000,0.000,0.000,0.000,0.000,0.000,0.018
t33,0.000,0.000,0.000,0.000,0.000,0.000,0.018
